Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1018810","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY","","Sanchez, J.; Acosta, A.","14 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Batteaux Bay","Trinidad and Tobago","","","","Tobago, Little Tobago Island","","","","","","","","","25","","","","T120","","2027480","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/321527e32-135a-405a-8700-58e07cde9415"
"USNM 1125141","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1969","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","Aug 1964","","North Atlantic Ocean","Gulf of Mexico","","Mexico","Veracruz","","","Western side (lado occidental) of Arrecife La Blanquilla","","","","","","","","","","","","","","","322031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3765b96ba-ace1-4ac7-8fe3-ee9752f2d5c7"
"USNM 1125294","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Szmant, A.","1973","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Szmant, A.","Aug 1972","","North Atlantic Ocean","Caribbean Sea","","Puerto Rico","","","","La Parguera","","","","","","","","","3 to 5","","","","","","322031","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/38de7c0a2-1d3e-4cd9-81f3-b850a7495592"
"USNM 1182967","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","Tag states, ""coral heads, debris, charcoal-gray.""","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/3535b9793-d19a-48ba-9621-79ba2ff60dd5"
"USNM 1234836","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Port Royal, reefs south of","","","","","","","","","","","","acc. no 231669 (invalid #) tagged ""#17""","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/3182257f4-bb2b-4439-bfdf-caddfcdef924"
"USNM 1236114","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry; slide","","Tortora, L. R.","Jul 1974 (7/74)","","North Atlantic Ocean","Caribbean Sea","","Honduras","","","","Swan Islands, Swan Island","","","","","","","","","","","","specimen 3.5cm. plus 2 slides (Rind, axial sheath +middle rind","","collector number : 151","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/31d1f99a0-2309-46f7-acba-6d69d2bd1570"
"USNM 1606837","Specimen/Lot","Eunicea laciniata Duchassaing & Michelotti, 1860","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","McFadden, Catherine S., Harvey Mudd College (UNITED STATES)","","Eunicea laciniata Duchassaing & Michelotti, 1860 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Coffroth, M. A.; McFadden, C. S.","1 Jun 2019","","North Atlantic Ocean","","","United States","Florida","","","Eleven-Foot Mound, west of Tennessee Reef, outer Hawk's Channel patch reefs, Middle Keys, Florida Keys",24.7229,-80.8617,"","","","","","","5","","","","","specimen number : FLK097","2093698","","","","","PP410692; PP410887; PP500951; PRJ1043120; SAMN38332843","","","","05 Mar 2025 21:26:00","http://n2t.net/ark:/65665/3b014ce62-d4e6-4992-9c75-6bbb8da22bb3"
"USNM 50553","Specimen/Lot","Eunicea laxispica (Lamarck, 1815)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea laxispica (Lamarck, 1815) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Limbaugh, C.","1956 (-- SUM 1956)","","North Atlantic Ocean","","","Bahamas","","","","New Providence Island","","","","","","","","","","","","","","","212963","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/32b709e50-795f-4feb-8c68-e947235a8fbb"
"USNM 51557","Specimen/Lot","Eunicea laxispica (Lamarck, 1815)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea laxispica (Lamarck, 1815) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea laxispica (Lamarck, 1815)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","","1 ca.","","Alcohol (Ethanol); DRY","9","Chess, T.","4 Jan 1960","","North Atlantic Ocean","Caribbean Sea","","Virgin Islands of the United States","","","","St. John Island, Cabrittehorn Point","","","","","","","","","14","","","","","","229953","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3346582f6-c428-4bee-bccc-37528287a781"
"USNM 51739","Specimen/Lot","Eunicea laxispica (Lamarck, 1815)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea laxispica (Lamarck, 1815) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea laxispica (Lamarck, 1815)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Schroeder, R. E.","Nov 1960","","North Atlantic Ocean","Caribbean Sea","","Virgin Islands of the United States","","","","St. John Island","","","","","","","","","","","","","","","232671","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3b87092b3-4624-43da-abde-479e42231829"
"USNM 51929","Specimen/Lot","Eunicea laxispica (Lamarck, 1815)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea laxispica (Lamarck, 1815) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Arnow, T.","Aug 1960","","North Atlantic Ocean","Caribbean Sea","","Puerto Rico","","","","Vega Baja Beach","","","","","","","","","0.5 to 3","","","","","","233887","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/37b237c0c-f76c-41ad-af53-9c102526eed5"
"USNM 87083","Specimen/Lot","Eunicea laxispica (Lamarck, 1815)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea laxispica (Lamarck, 1815) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea laxispina (Lamarck)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","55","Lgl Ecological Research Associates Inc. And Environmental Science Engineering Inc BLM/ MMS","14 Sep 1985","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, East Of",24.6028,-82.6994,"","SOFLA","Suncoaster R/V","VIII","","","27","","","","5/VIII-55-TDS","","345592","","","","","","","","","28 Jun 2019 18:38:00","http://n2t.net/ark:/65665/371f0ff38-8375-4903-8be9-35be549d8b61"
"USNM 1241867","Specimen/Lot","Eunicea laxispica (Lamarck, 1815)","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Owre, H.","","Eunicea laxispica (Lamarck, 1815) : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","SJHK58-3 or SJHK58-13","Kumpf, H.","5 Nov 1958 to 17 Nov 1958","","North Atlantic Ocean","Caribbean Sea","","Virgin Islands of the United States","","","","St. John Island [SJHK-58-3 = Europa Bay], [SJHK-58-13 = Francis Bay, n.shore]","","","","","","","","","","","","","","","295887","","","","","","","","","14 May 2014 15:56:00","http://n2t.net/ark:/65665/3d6a1204f-82b8-417b-a7eb-68096134a790"
"USNM 100611","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Apr 2000","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Miller, M. W.","18 Mar 2000","","North Atlantic Ocean","Caribbean Sea","","","","","","Navassa Island, NW Point","","","","","","","","","","","","","","","2016440","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3d4348a32-267a-4ff1-971e-bcca5b99eb21"
"USNM 14367","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","2655","United States Fish Commission","2 May 1886","Trawl - Large Beam","North Atlantic Ocean","","","Bahamas","","","","Little Bahama Bank, Grand Cay, North of",27.3667,-78.125,"","","Albatross R/V","","","","618","","","","USFC/A2655","","000000","","","","","","","","","31 Jan 2018 19:12:00","http://n2t.net/ark:/65665/3a815caf9-2e75-4e15-bd50-510deefa2314"
"USNM 1627","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Pickering","","","North Atlantic Ocean","","","United States","Florida","","","",28,-82,"","","","","","","","","","","","","000000","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3befa2d83-b9d2-45df-a85e-dead3ff64e28"
"USNM 34521","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea mammosa Lamouroux, 1816","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","47","Bartsch, P.; Henderson","12 May 1914","","North Atlantic Ocean","Gulf of Mexico","","Cuba","","","","Jutias Cays, Reef Flat Between Jutia And Little Cays","","","","Tomas Barrera Expedition","","","","","","","","","","","057608","","","","","","","","","31 Oct 2017 17:13:00","http://n2t.net/ark:/65665/3bbcda8d3-c9bb-4972-bcf7-bd1bf82fd5e2"
"USNM 50136","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","A","Cornman, I.","3 Feb 1955","","North Atlantic Ocean","","","Bahamas","","","","Bimini Islands, South Bimini Island, Rabbit Rock","","","","","","","","","","","","","","","204976","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/375e1afe4-561c-4fad-a8c5-4469b1b9afea"
"USNM 50247","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","33","Bartsch, P.","8 May 1912","","North Atlantic Ocean","","","Bahamas","","","","Andros Island, Long Bay Cay, South Of South Bight","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:17:00","http://n2t.net/ark:/65665/302c9d7f4-d637-46c0-b9bf-03d228eba0fa"
"USNM 50331","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","106-56","","13 Apr 1956","Dredge","North Atlantic Ocean","Caribbean Sea","","Netherlands Antilles","","","","Saba Bank",17.47,-63.22,"","Smithsonian - Bredin Caribbean Expedition","Freelance R/V","","","","13","","","","","","208263","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/359576d34-0ee3-4246-9770-dc9df0a5f0c4"
"USNM 50342","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1956","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","49-B","Palmer, E.","1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, 4 miles off Rodregas Island, near Dry Rock Bank, 95 miles NE of Key West","","","","","","","","","3","","","","","","014943","","","","","","","","","25 Feb 2025 17:11:00","http://n2t.net/ark:/65665/39527db5a-be8f-4bdc-8293-f4726ad7e37a"
"USNM 50552","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Limbaugh, C.","1956 (-- SUM 1956)","","North Atlantic Ocean","","","Bahamas","","","","New Providence Island","","","","","","","","","","","","","","","212963","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/36ae828b1-e6b6-4c4d-919e-6fcf7d39bf55"
"USNM 50762","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","33","Bartsch, P.","8 May 1912","","North Atlantic Ocean","","","Bahamas","","","","Andros Island, Long Bay Cay, South Of South Bight","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:17:00","http://n2t.net/ark:/65665/378e042c0-eef3-449b-9fd2-c3e5ef10939a"
"USNM 50763","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","NOT REC.","Benedict, J. E.","1901","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Ragged Keys, Caesar's Creek","","","","","","","","","","","","","","","000000","","","","","","","","","07 Aug 2013 14:06:00","http://n2t.net/ark:/65665/374bc6c0d-4d0b-4490-872e-cbd65c2cd615"
"USNM 50764","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bartsch, P.","May 1912","","North Atlantic Ocean","","","Bahamas","","","","","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:13:00","http://n2t.net/ark:/65665/3a209d003-bdae-4db0-aa6f-8d99b6aff6f8"
"USNM 50765","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","","","1925","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Dry Tortugas",24.67,-81.58,"","","","","","","","","","","","","000000","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/35deb3e9a-41f3-4da6-ab91-6ed750846867"
"USNM 50766","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","386-OO","Palmer, E.","1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Key West, South Of","","","","","","","","","","","","","","","014943","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/383c4c785-fe48-427b-aeea-613385f77b78"
"USNM 51355","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","","9 Jun 1959","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","","","","","","","","","","","","","","","","225529","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/373acf825-ef31-4da8-a656-7b45c25c42cc"
"USNM 51356","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Fontaine, A.","22 Mar 1953","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Portland Bight, Little Pelican Island","","","","","","","","","","","","","","","225529","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/301ce4d9f-7eed-4424-8cc7-636babd5891a"
"USNM 51384","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Lewis, C. B.","Dec 1944","","North Atlantic Ocean","Caribbean Sea","","Cayman Islands","","","","Grand Cayman Island","","","","","","","","","","","","","","","227105","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/362369b6b-547c-45c6-af99-55e8b5ca73b5"
"USNM 51385","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Thomas, G.","23 Jul 1959","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Port Royal Cays, Gun Cay","","","","","","","","","","","","","","","227105","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/353b9ebdd-7a80-47e7-9490-46f3f489fccc"
"USNM 51751","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/373d86399-2c6b-4cb4-8ef6-b9ca2cfb87e4"
"USNM 51752","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/3fbfb51cf-fe86-4efb-9d2e-4721c8dbf6e8"
"USNM 51899","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/3c2db3c3e-39cf-4db9-8bec-4dd78f1ec966"
