Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1218594","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","15","Starck, W. A.","","","North Atlantic Ocean","","","Bahamas","","","","","","","","","El Torito R/V","","","","","","","","","","","","","","","","","","","16 Jul 2013 19:53:00","http://n2t.net/ark:/65665/369fefed3-c93c-4b89-b3d2-c3347adc1abd"
"USNM 1219262","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Kinzie, R. A.","22 Apr 1969 (April 22, 1969)","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay, Lynton's mine","","","","","","","","","24","","","","","","","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3f7980dec-e569-4466-945d-61b4c3a20dc9"
"USNM 1219263","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Kinzie, R. A.","","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay","","","","","","","","","","","","collector's tag is only partially legible: ""from 50' cl??? off-conv might be A-clauscous inter.""","","","","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3ee1ab206-a9f4-40da-940a-263994c386a6"
"USNM 1219264","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Kinzie, R. A.","20 Sep 1969 (Sept 20 1969)","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay, 50' site ~=60', ""Black faces""","","","","","","","","","18","","","","","","","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3586e93d8-6075-44a7-9337-aec9dae5ff5d"
"USNM 1219265","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",3,"","Dry","","Kinzie, R. A.","Nov 1969 (11/69)","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay","","","","","","","","","47","","","","","","","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/3700fd847-b590-49a6-9b5e-ab5021f4d44e"
"USNM 1219266","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","15","Starck, W. A.","","","North Atlantic Ocean","","","Bahamas","","","","","","","","","El Torito R/V","","","","","","","","","","","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/34276a46e-40c1-4420-9426-af1809608c46"
"USNM 1219267","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","J102","Kinzie, R. A.","1963","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay, Little Bay","","","","","","","","","","","","","","","","","","","","","","","","27 Aug 2013 13:06:00","http://n2t.net/ark:/65665/37f228e56-dd4d-4ea6-9518-618ef6da5dd7"
"USNM 1219268","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bartsch, P.","May 1912","","North Atlantic Ocean","","","Bahamas","","","","","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:13:00","http://n2t.net/ark:/65665/340663225-5c91-4f32-81a1-639461e6bf2b"
"USNM 1219269","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",5,"","Dry","49-B","Palmer, E.","1884","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, 4 miles off Rodregas Island, near Dry Rock Bank, 95 miles NE of Key West","","","","","","","","","3","","","","","","","","","","","","","","","06 Mar 2025 18:04:00","http://n2t.net/ark:/65665/35954144e-4b1e-4bf6-97a8-da30b5ff362e"
"USNM 1234186","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Peterson, L. W.","22 Jul 1961","","North Atlantic Ocean","","","Bermuda","","","","North Breakers off the Flatts","","","","","","","","","5","","","grey brownish","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/31d3bb29a-3d58-409b-908b-957ea883f97c"
"USNM 1234688","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","","Peterson, L.","26 Jul 1961","","North Atlantic Ocean","","","Bermuda","","","","Somerset Island, SW Reef, Off Of","","","","","","","","","5 to 9","","","greyish coffee wtih cream","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/3f2e62f88-5905-4b50-88e8-8594f4d97374"
"USNM 1234689","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",8,"","Dry","","Peterson, L.","26 Jul 1961","","North Atlantic Ocean","","","Bermuda","","","","Somerset Island, SW Reef, Off Of","","","","","","","","","5 to 9","","","greyish coffee wtih cream","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/338655be9-6d3b-4d83-a347-15af762d6d99"
"USNM 1234690","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Peterson, L.","11 Aug 1961 (August 11, 1961)","","North Atlantic Ocean","","","Bermuda","","","","Somerset Island, NW Reef, Off Of","","","","","","","","","5 to 6","","","","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/355b7c2b0-19e4-49fb-99fc-19af9a1d8f6e"
"USNM 1234691","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","","Peterson, L.","29 Jul 1961 (July, 29, 1961)","","North Atlantic Ocean","","","Bermuda","","","","Somerset Island, SW Reef, Off Of","","","","","","","","","5 to 6","","","","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/37d0be023-5b3f-492e-acef-6ba6b43451b9"
"USNM 1234692","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Peterson, L.","29 Jul 1961 (July, 29, 1961)","","North Atlantic Ocean","","","Bermuda","","","","Somerset Island, SW Reef, Off Of","","","","","","","","","5 to 6","","","","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/333024c8b-bd85-4c7f-85b7-7d868a9f3add"
"USNM 1234693","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",7,"","Dry","","Peterson, L.","29 Jul 1961 (July, 29, 1961)","","North Atlantic Ocean","","","Bermuda","","","","Somerset Island, SW Reef, Off Of","","","","","","","","","5 to 6","","","","","","243131","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/39b537809-129d-4d00-a63a-06ebc904e474"
"USNM 1234825","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","29 Feb 1948","","North Atlantic Ocean","","","United States","Florida","","","Miami, Key Biscayne, east of Cape Florida","","","","","","","","","37 to 55","","","","","","178792","","","","","","","","","06 Mar 2025 19:28:00","http://n2t.net/ark:/65665/3d0b01734-a64a-4e1c-bf35-78f6ac0df077"
"USNM 1234826","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","29 Feb 1948","","North Atlantic Ocean","","","United States","Florida","","","Miami, Key Biscayne, east of Cape Florida","","","","","","","","","37 to 55","","","","","","178792","","","","","","","","","06 Mar 2025 19:21:00","http://n2t.net/ark:/65665/3c0fe1fe6-c83c-4ae5-b962-27284b22424f"
"USNM 1234827","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",3,"","Dry","","Bayer, F. M.","10 Apr 1948","","North Atlantic Ocean","","","United States","Florida","","","Miami, Soldier Key, Bishops Bay","","","","","","","","","","","","","","","178792","","","","","","","","","06 Mar 2025 19:06:00","http://n2t.net/ark:/65665/337a60393-3b11-48b9-948a-5489de5f028a"
"USNM 1234828","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bayer, F. M.","16 Apr 1948 (APR 16. 1948)","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Dry Tortugas, Garden Key, outside moat wall","","","","","","","","","","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/35ec5829d-b4e5-41cd-8d1b-86b0bfd15102"
"USNM 1234829","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","","Bayer, F. M.","26 Apr 1948","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Dry Tortugas, west of Garden Key","","","","","","","","","","","","","","","178792","","","","","","","","","06 Mar 2025 19:28:00","http://n2t.net/ark:/65665/38776b7a0-d70d-46c3-b47d-697f8c253c21"
"USNM 1234830","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry; Dry","NOT REC.","Benedict, J. E.","1901","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Ragged Keys, Caesar's Creek","","","","","","","","","","","","","","","","","","","","","","","","07 Mar 2018 21:26:00","http://n2t.net/ark:/65665/3568c96c4-e192-4462-81bb-7ce3f051c6bd"
"USNM 1234831","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","NOT REC.","United States Fish Commission","7 Apr 1886","","North Atlantic Ocean","","","Bahamas","","","","New Providence Island","","","","","Albatross R/V","","","","","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/30385f320-4326-4ea5-89bb-ee8208033347"
"USNM 1234840","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bartsch, P.","12 May 1912","","North Atlantic Ocean","","","Bahamas","","","","Andros Island, Golding Key","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:17:00","http://n2t.net/ark:/65665/3f7ec4753-9236-450f-b59e-c24bad444ca1"
"USNM 1234841","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bartsch, P.","May 1912","","North Atlantic Ocean","","","Bahamas","","","","","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:17:00","http://n2t.net/ark:/65665/33fb2dcb4-3676-421c-8b0a-ed67ea8d9ef9"
"USNM 1234968","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","001","","21 Sep 1971 (Sept. 21, 1971)","","North Atlantic Ocean","","","Bahamas","","","","St. Andros Island, Lowe Sound","","","","","","","","","","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/3ccdce713-57de-49fd-a933-fa7b6ec4e8a4"
"USNM 1234969","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","008","","21 Sep 1971 (Sept. 21, 1971)","","North Atlantic Ocean","","","Bahamas","","","","St. Andros Island, Lowe Sound","","","","","","","","","","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/35fa0378e-3f01-4c9e-adba-f03362f4b62a"
"USNM 1236141","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","#32","","","","North Atlantic Ocean","Caribbean Sea","","Trinidad and Tobago","","","","Tobago, Mt. Irvine Bay","","","","","","","","","6","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/36deaf9df-f0f1-4d64-851a-9820201ef7c6"
"USNM 1236142","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","#29","","","","North Atlantic Ocean","Caribbean Sea","","Trinidad and Tobago","","","","Tobago, Plymouth Bay","","","","","","","","","5","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/35a8544b0-3744-42b9-ad77-2147999ca42a"
"USNM 1236173","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Kinzie, R. A.","Nov 1969 (11/69)","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay","","","","","","","","","47","","","","","collector number : N36","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/398023841-c151-4c6c-be42-31ededd1859b"
"USNM 1236175","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","UNK32","Kinzie, R. A.","","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","Discovery Bay, Ceru Dest site","","","","","","","","","","","","","","","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/3a7b46af9-36f8-4f70-885b-84b0fe615324"
"USNM 1236180","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",0,"","Dry","","Voss","6 Jun 1960","","Pacific Ocean","","","","","","","Pacific reef","","","","","","","","","","","","","","collector number : 655","","","","","","","","","","06 Mar 2025 20:08:00","http://n2t.net/ark:/65665/3423ae360-6ce9-4761-8f02-f6f5f7cb5e0d"
"USNM 1236579","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Ciereszko, Leon S.","3 Dec 1975","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","","50 Fragment(s)","","Dry","","Ciereszko, L. S.","Oct 1974 (10/74)","","North Atlantic Ocean","Caribbean Sea","","Panama","","","","Portobelo, Isla Buenaventura, Isla Buenavista",9.55,-79.62,"","Smithsonian STRI Panama Survey","","","","","","","","extract from collector's letter December 3, 1975: ""Pieces of EUNICEA from Isla Burenaventura, near Portobelo, PANAMA. Unfortunately, I do not have a whole specimen. Thse (sic) pieces have been extracted. I am very much interested in getting an o (sic) identification on this Eunicea as we have just completed structure determination on a cystallince substance isolated from this sample=new compound, bute related to Eunicin.""","","","319522","","","","","","","","","18 Jan 2018 15:40:00","http://n2t.net/ark:/65665/3f9ee2e74-0379-4e3b-b9d7-0a7f5a9ad3c7"
"USNM 1236829","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Laborel, J.","","","South Atlantic Ocean","","","Brazil","Parahyba","","","Cabadello","","","","","","","","","","","","","","collector number : 07.22","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/36cc84ea1-79e0-4977-abe1-44371412610c"
"USNM 1236833","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Laborel, J.","21 Oct 1962 (21-10-62)","","South Atlantic Ocean","","","Brazil","Pernambuco","","","Recife","","","","","","","","","20","","","","","collector number : 07.22","","","","","","","","","","11 Mar 2014 15:54:00","http://n2t.net/ark:/65665/3c610e614-f4be-4a0e-8092-56c483d38389"
"USNM 1237141","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry; slide","","Goldberg, W. M.","11 Sep 1972","","North Atlantic Ocean","","","Bahamas","","","","Eleuthera Island","","","","","","","","","52","","","","","","322031","","","","","","","","","21 May 2019 16:25:00","http://n2t.net/ark:/65665/397ba5e89-b527-4ab9-aa44-309e5bbfd80b"
"USNM 1237525","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Botero, L.","","","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Santa Marta","","","","","","","","","10","","","bushy colony height of colony = aprox 40cm","#2","","359523","","","","","","","","","08 Apr 2014 19:57:00","http://n2t.net/ark:/65665/34c13204a-e088-4910-8f15-9943afbc2328"
"USNM 1237824","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry; slide","","Ciereszko, L. S.","29 Mar 1965 (3/29/65)","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","","","","21 May 2019 16:25:00","http://n2t.net/ark:/65665/3391e4834-b987-4ed9-a1d5-5ab19119677f"
"USNM 1237825","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Ciereszko, L. S.","Mar 1965 (3-65)","","North Atlantic Ocean","Caribbean Sea","","Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","","","","08 Apr 2014 19:57:00","http://n2t.net/ark:/65665/3b985fc22-097d-45ec-8f76-2f619f867a34"
"USNM 1241333","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bunt, J.","","","North Atlantic Ocean","","","Bahamas","","","","Grand Bahama Island, off Lucaya Beach Hotel","","","","","","","","","15","","","NMNH 1241332, 1241333, 1241334 and 1241335 bagged together by collector. Some degredation of four samples mingled in bag with NMNH 1241333","","","295887","","","","","","","","","22 Jul 2014 15:09:00","http://n2t.net/ark:/65665/3f0f6cafb-9c91-4fe8-959d-9d1c22c57ea9"
"USNM 1241334","Specimen/Lot","Eunicea sp.","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Eunicea sp. : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Bunt, J.","","","North Atlantic Ocean","","","Bahamas","","","","Grand Bahama Island, off Lucaya Beach Hotel","","","","","","","","","15","","","NMNH 1241332, 1241333, 1241334 and 1241335 bagged together by collector. Some degredation of four samples mingled in bag with NMNH 1241333","","","295887","","","","","","","","","09 Aug 2019 18:08:00","http://n2t.net/ark:/65665/35c683b26-985f-4cca-bc66-d4201545cd55"
